Vibration iOSApp file: VibrationData19-21b-3.csv
Source,Internal Accelerometer
Date and Time,2022-05-07 at 16:34:38
3,  Channels
2048, Points
50.000000, Sample Rate (Hz)
-88.322233, Longitude
36.297358, Latitude
0.000000, Speed (m/s)
Frequency Data State, Acceleration
Time,X,Y,Z
0.00000000e+00,1.54635515e-02,3.06021459e-02,1.00226665e+00
2.01580003e-02,1.50038293e-02,2.37508770e-02,1.00385571e+00
4.03160006e-02,1.60611905e-02,-4.80374368e-03,1.00189996e+00
6.04740009e-02,1.88195221e-02,-1.45365316e-02,1.00064719e+00
8.06320012e-02,1.78847536e-02,4.49988199e-03,9.99867976e-01
1.00789003e-01,1.72104947e-02,1.99497249e-02,1.00536823e+00
1.20947003e-01,1.73943844e-02,1.68229714e-02,1.00244999e+00
1.41104996e-01,1.74863283e-02,1.64244622e-02,9.94856656e-01
1.61262378e-01,9.91623849e-03,2.03788877e-02,1.00128889e+00
1.81420371e-01,6.34573027e-03,1.91986915e-02,1.00426817e+00
2.01578379e-01,8.12332239e-03,1.07074082e-02,9.99058187e-01
2.21735373e-01,1.15099419e-02,5.74138714e-03,1.00101388e+00
2.41893381e-01,1.66128576e-02,7.24345539e-03,1.00229728e+00
2.62051374e-01,1.95244309e-02,1.28225647e-02,9.99867976e-01
2.82209367e-01,1.65515598e-02,8.25505238e-03,1.00133467e+00
3.02367389e-01,1.43908663e-02,3.82548408e-03,1.00237370e+00
3.22524369e-01,1.75169762e-02,1.17190052e-02,9.96919215e-01
3.42682362e-01,1.97696146e-02,2.31684428e-02,1.00026524e+00
3.62840384e-01,1.81299392e-02,2.24020798e-02,1.00021935e+00
3.82998377e-01,1.43142464e-02,1.39414528e-02,9.99547124e-01
4.03156370e-01,1.03606367e-02,6.43111207e-03,1.00073886e+00
4.23313379e-01,1.07590621e-02,5.31222485e-03,1.00296950e+00
4.43471372e-01,1.19543392e-02,4.95969877e-03,1.00070834e+00
4.63629365e-01,1.31802652e-02,7.48869078e-03,1.00024998e+00
4.83787388e-01,1.24447094e-02,1.41866878e-02,1.00113606e+00
5.03945351e-01,1.24293854e-02,2.06547771e-02,9.99531865e-01
5.24102390e-01,1.15712378e-02,2.04555225e-02,1.00209868e+00
5.44260383e-01,1.67967454e-02,1.24393841e-02,1.00298476e+00
5.64418375e-01,2.09648926e-02,7.58065423e-03,9.98187363e-01
5.84576368e-01,2.08576247e-02,1.01403007e-02,9.99959648e-01
6.04734361e-01,2.02753097e-02,9.46590304e-03,1.00280142e+00
6.24892354e-01,1.99994761e-02,8.17841571e-03,1.00359595e+00
6.45049393e-01,1.62604023e-02,1.59493182e-02,9.93756592e-01
6.65207386e-01,4.99721197e-03,1.77119505e-02,1.00752246e+00
6.85365379e-01,3.57207353e-03,1.12898424e-02,1.00425291e+00
7.05523372e-01,8.70563649e-03,1.32977087e-02,9.93680179e-01
7.25681365e-01,1.34101259e-02,1.52749214e-02,9.95635808e-01
7.45838404e-01,1.73943844e-02,1.04468456e-02,1.01429081e+00
7.65996397e-01,2.15472076e-02,1.12745157e-02,9.93435740e-01
7.86154389e-01,1.45134591e-02,9.54253878e-03,9.99104023e-01
8.06312382e-01,1.11115156e-02,6.44643931e-03,1.01395476e+00
8.26470375e-01,1.90493837e-02,9.98702832e-03,9.95788634e-01
8.46627355e-01,1.97542906e-02,1.27306012e-02,9.92488444e-01
8.66785347e-01,1.41916536e-02,1.38494894e-02,1.00972259e+00
8.86943400e-01,1.67201255e-02,1.79265309e-02,9.98798490e-01
9.07101393e-01,1.51264220e-02,1.45851960e-02,9.97087300e-01
9.27259386e-01,1.02227200e-02,1.02629187e-02,1.00782812e+00
9.47416365e-01,1.46666998e-02,1.12438612e-02,9.99379039e-01
9.67574358e-01,1.87735502e-02,1.07687172e-02,9.98370707e-01
9.87732351e-01,1.37625802e-02,1.04468456e-02,1.00307643e+00
1.00789034e+00,1.01767471e-02,1.27152745e-02,1.00303066e+00
1.02804840e+00,1.21995248e-02,9.08272248e-03,9.99379039e-01
1.04820633e+00,1.45900799e-02,5.52680623e-03,1.00173199e+00
1.06836343e+00,1.52336909e-02,1.42786512e-02,9.98981833e-01
1.08852136e+00,1.43602183e-02,2.14824472e-02,1.00341260e+00
1.10867941e+00,1.68427173e-02,1.98117793e-02,1.00154865e+00
1.12883735e+00,1.86203104e-02,1.40334154e-02,9.96613681e-01
1.14899540e+00,1.65209118e-02,8.37766938e-03,1.00238895e+00
1.16915262e+00,1.36093395e-02,4.00941074e-03,1.00379455e+00
1.18931067e+00,1.51877180e-02,4.30062786e-03,1.00038743e+00
1.20946860e+00,1.54329035e-02,9.51188430e-03,9.98706818e-01
1.22962666e+00,1.11268396e-02,1.95358898e-02,9.99990225e-01
1.24978459e+00,1.07590621e-02,2.43026558e-02,1.00024998e+00
1.26994157e+00,1.29044317e-02,1.70068983e-02,1.00417650e+00
1.29009962e+00,1.77161898e-02,5.78736886e-03,9.99470711e-01
1.31025767e+00,1.77774858e-02,2.44603376e-03,1.00113606e+00
1.33041561e+00,1.83598008e-02,3.94810177e-03,1.00610161e+00
1.35057366e+00,1.89267918e-02,4.77577187e-03,1.00263333e+00
1.37073159e+00,1.91413276e-02,1.29145281e-02,9.96919215e-01
1.39088857e+00,1.47279957e-02,2.44099479e-02,1.00118196e+00
1.41104662e+00,1.25519782e-02,2.51303259e-02,1.00217497e+00
1.43120468e+00,1.22148488e-02,1.51369758e-02,1.00080001e+00
1.45136261e+00,1.18164234e-02,6.07858598e-03,9.99455452e-01
1.47152066e+00,1.19696632e-02,2.12416216e-03,1.00075412e+00
1.49167764e+00,1.25673022e-02,7.22812815e-03,9.99180436e-01
1.51183558e+00,1.38085522e-02,1.32977087e-02,1.00281668e+00
1.53199363e+00,1.68120693e-02,1.45392139e-02,1.00035691e+00
1.55215168e+00,1.76089220e-02,1.11672245e-02,9.99287367e-01
1.57230961e+00,1.64902639e-02,1.00636650e-02,1.00142634e+00
1.59246767e+00,1.53869316e-02,1.25926565e-02,1.00043333e+00
1.61262465e+00,1.49578573e-02,1.77119505e-02,9.99379039e-01
1.63278258e+00,1.23067936e-02,1.81870945e-02,1.00232780e+00
1.65294063e+00,1.68733653e-02,1.41713610e-02,1.00614738e+00
1.67309868e+00,2.15472076e-02,6.84494758e-03,9.97438669e-01
1.69325662e+00,1.70266069e-02,2.82921433e-03,1.00093746e+00
1.71341360e+00,9.04276595e-03,8.59225076e-03,1.00284731e+00
1.73357165e+00,8.23059026e-03,1.01862820e-02,9.99119341e-01
1.75372958e+00,9.13471077e-03,4.17801039e-03,1.00564325e+00
1.77388763e+00,1.58006810e-02,1.69302616e-02,9.99638796e-01
1.79404557e+00,2.08269767e-02,3.70242521e-02,9.89814758e-01
1.81420267e+00,1.14792930e-02,2.56361254e-02,1.00804198e+00
1.83436060e+00,1.10348957e-02,5.00568049e-03,1.00795031e+00
1.85451865e+00,2.06890590e-02,-3.66952899e-03,9.90227222e-01
1.87467659e+00,2.21295226e-02,-2.81120441e-03,1.00135005e+00
1.89483464e+00,1.73790604e-02,6.03260426e-03,1.00668216e+00
1.91499257e+00,1.51264220e-02,1.73900779e-02,9.96522009e-01
1.93514967e+00,9.04276595e-03,2.08540317e-02,1.00116670e+00
1.95530760e+00,8.10799841e-03,2.28159148e-02,1.00616276e+00
1.97546566e+00,1.27205430e-02,2.23867539e-02,9.96751189e-01
1.99562359e+00,1.43908663e-02,1.25006931e-02,1.00147223e+00
2.01578164e+00,1.35633666e-02,4.28530062e-03,1.00319862e+00
2.03593874e+00,1.43142464e-02,5.55746024e-03,1.00095272e+00
2.05609655e+00,1.61224864e-02,7.67261768e-03,1.00020409e+00
2.07625461e+00,1.65209118e-02,6.69167517e-03,1.00026524e+00
2.09641266e+00,1.84823927e-02,1.15504051e-02,1.00044858e+00
2.11657071e+00,1.76089220e-02,1.81411114e-02,9.99165177e-01
2.13672853e+00,1.45287830e-02,1.76353138e-02,1.00002074e+00
2.15688562e+00,1.04219327e-02,1.14890961e-02,1.00341260e+00
2.17704368e+00,1.27358669e-02,1.59799736e-02,1.00011241e+00
2.19720173e+00,1.46207279e-02,1.79878399e-02,9.99974906e-01
2.21735978e+00,1.48965614e-02,1.02322642e-02,1.00599468e+00
2.23751760e+00,1.48505885e-02,6.75298413e-03,9.98997092e-01
2.25767469e+00,1.39771169e-02,1.35429446e-02,9.95406628e-01
2.27783275e+00,1.15405899e-02,1.02935731e-02,1.00886703e+00
2.29799080e+00,1.55861443e-02,5.63409645e-03,1.00315285e+00
2.31814861e+00,2.02753097e-02,9.45057534e-03,9.92962122e-01
2.33830667e+00,1.55248474e-02,1.13818059e-02,1.00351954e+00
2.35846472e+00,1.30729964e-02,8.88346788e-03,1.00871420e+00
2.37862182e+00,1.64136440e-02,1.29145281e-02,9.94520485e-01
2.39877963e+00,1.80839673e-02,1.77579317e-02,9.97912347e-01
2.41893768e+00,1.66588295e-02,1.86315831e-02,1.00597942e+00
2.43909574e+00,1.90800317e-02,1.45851960e-02,1.00087631e+00
2.45925379e+00,1.69959590e-02,7.70327216e-03,9.97897029e-01
2.47941065e+00,1.05904974e-02,3.70286615e-03,1.00384033e+00
2.49956870e+00,9.04276595e-03,6.99821953e-03,1.00226665e+00
2.51972675e+00,1.11421635e-02,1.36655625e-02,1.00003600e+00
2.53988481e+00,1.02073960e-02,1.50756668e-02,1.00044858e+00
2.56004262e+00,1.41456816e-02,1.59493182e-02,1.00066245e+00
2.58020067e+00,1.34101259e-02,1.04775000e-02,9.99409616e-01
2.60035777e+00,1.64749399e-02,1.17496597e-02,1.00208330e+00
2.62051582e+00,1.81912351e-02,1.74973682e-02,9.99058187e-01
2.64067364e+00,1.84210967e-02,1.42633244e-02,1.00266397e+00
2.66083169e+00,1.79000795e-02,1.36962170e-02,9.99929070e-01
2.68098974e+00,1.70112830e-02,1.79725122e-02,9.97835934e-01
2.70114779e+00,1.46820238e-02,7.77990790e-03,1.00335145e+00
